dataset_record_id,review_order,stage2_target,severity,scope_type,category,repo_key,finding_statement,finding_summary,material_index,record_summary,review_label,review_confidence,review_harm_relevance,reviewer_id,review_round,rationale_short,rationale_detailed,disconfirming_evidence,additional_evidence_needed,notes
TPFPV1-0094,65,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/anthropics__claude-code,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=43, external_reply=0, write_action=2) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0094/material-index.json,materials/TPFPV1-0094/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"anthropics/claude-code MCP-Integration skill is a developer guide for plugin authors describing how to bundle MCP servers, not an action surface.","The skill teaches plugin authors how to configure MCP servers in plugin.json or .mcp.json. The 43 'remote_action' counts came from descriptions of MCP server capabilities (databases, APIs, file systems) that plugin authors might integrate. The agent invoking this skill helps a developer write a plugin spec; it does not perform external actions itself. Documentation/authoring skills should not trigger broad-external-action findings.","Skill audience is plugin developers; outputs are configuration files, not external API calls.",None additional needed.,
TPFPV1-0193,66,True,critical,repo-file,category3_custom_agents_instructions_skills,category3_custom_agents_instructions_skills/NousResearch__hermes-agent,Persistent identity rewrite with future-session effect,"Identity-rewrite language combined with persistent config write path in the same file: hard=2, persist=6. Future sessions will execute under the rewritten identity.",materials/TPFPV1-0193/material-index.json,materials/TPFPV1-0193/record-summary.md,TP,high,high,claude-independent-reviewer,1,"Same godmode skill, replicated into category3_custom_agents_instructions_skills.",Same skill content and rationale as 0192. Persistent jailbreak skill targeting Claude/GPT/Gemini/Grok with system-prompt templates and Hermes config persistence.,Same as 0192.,None additional needed.,
TPFPV1-0114,67,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/Galaxy-Dawn__claude-scholar,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=42, external_reply=0, write_action=2) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0114/material-index.json,materials/TPFPV1-0114/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"Identical to 0094 — mcp-integration developer guide, mirrored into Galaxy-Dawn/claude-scholar.",Same skill content as 0094 and 0096. Documentation/authoring skill describing how to bundle MCP servers in a plugin. Not an action surface.,Same as 0094.,None additional needed.,
TPFPV1-0003,68,False,critical,repo-file,category4_surface_mentions,category4_surface_mentions/2025Emma__vibe-coding-cn,Cross-Agent Attack Detection,[atr] Cross-Agent Attack Detection — matched in i18n/en/skills/postgresql/SKILL.md,materials/TPFPV1-0003/material-index.json,materials/TPFPV1-0003/record-summary.md,FP,high,low,claude-independent-reviewer,1,"Matched evidence is verbatim PostgreSQL replication-protocol documentation, not cross-agent attack content.",The snippet 'whether the connection should use the replication protocol instead of the normal protocol' and the PQexec / search_path example are taken from the PostgreSQL libpq documentation. This is a postgresql skill that summarizes upstream Postgres docs. There is no agent instruction here at all — it is database documentation. The detector matched on 'replication' or 'protocol' in a database context.,The text is verbatim PostgreSQL documentation; no agent-manipulation language is present.,None additional needed.,
TPFPV1-0373,69,True,critical,category-root,category4_surface_mentions,,[collection-scale] Remote Code Execution via eval() and Dynamic Code Injection,[COLLECTION-SCALE] Same rule fires in 3/15 (20%) skills under cohort 'category4_surface_mentions'. This is an architectural replication pattern — the rule triggers because a single template is reused across the collection. Original rule: Remote Code Execution via eval() and Dynamic Code Injection,materials/TPFPV1-0373/material-index.json,materials/TPFPV1-0373/aggregate-summary.md,FP,medium,low,claude-independent-reviewer,1,Collection-scale aggregate has 506% and 93% replications on shell-meta and stealth-execution sub-rules; the named eval-injection sub-rule is 3/15 = 20% but bundled examples include eval-injection-skill TEST FIXTURES.,"The aggregate's 506% replication on shell-metacharacter-injection is mathematically impossible. The named sub-rule (atr.privilege-escalation.remote-code-execution-via-eval-and-dynamic-code-injection) shows 3/15 = 20%, but the example list includes `rohitg00__skillkit/.../fixtures/eval-injection-skill/SKILL.md` — a TEST FIXTURE intentionally containing the pattern for the rule to find. Test fixtures are not real eval injections. The other examples (semgrep-rule-creator, jeremy-vertex-ai backup) are also tooling-internal rather than operational eval-injection skills. The collection-scale claim is overstated. [SELF-AUDIT NOTE: Confidence reduced from 'high' to 'medium'. The 'X/15 skills (Y%)' notation in the aggregator is genuinely ambiguous — X may be matches across files rather than skills with at least one match, in which case >100% is not strictly impossible. The substantive FP reasoning (defensive prose, polarity inversion, irrelevant code in bundled examples) still holds for the examples I saw, but I cannot rule out that the four-or-more files for the named sub-rule include real positives I did not examine.]",Test-fixture bundling and >100% sibling replications undermine the claim.,"Audit aggregator; exclude test-fixture paths (e.g., __tests__, fixtures/) from PII/eval-injection rules.",
TPFPV1-0213,70,True,high,category-root,category4_surface_mentions,,[collection-scale] Dual-Response Persona Jailbreak,[COLLECTION-SCALE] Same rule fires in 8/15 (53%) skills under cohort 'category4_surface_mentions'. This is an architectural replication pattern — the rule triggers because a single template is reused across the collection. Original rule: Dual-Response Persona Jailbreak,materials/TPFPV1-0213/material-index.json,materials/TPFPV1-0213/aggregate-summary.md,FP,medium,low,claude-independent-reviewer,1,"Collection-scale aggregate has multiple >100% replications (380%, 340%, 487%) indicating aggregator defects; the dual-response-persona-jailbreak sub-rule shows a plausible 8/15 = 53.3% but examples are routine course / template files.","The aggregate cites 380% replication for system-prompt-override-injection-via-mcp-tool, 340% for indirect-prompt-injection-via-external-content, and 487% for indirect-reference-instruction-reversal — all impossible relative to the 15-skill cohort. The dual-response-persona-jailbreak sub-rule shows a plausible 53.3% but the bundled examples (Priivacy AI spec-kitty AGENTS.md, claude-code-pm-course CLAUDE.md) are coherent course materials and template files. Like other collection-scale defects, this aggregate is unreliable. [SELF-AUDIT NOTE: Confidence reduced from 'high' to 'medium'. The 'X/15 skills (Y%)' notation in the aggregator is genuinely ambiguous — X may be matches across files rather than skills with at least one match, in which case >100% is not strictly impossible. The substantive FP reasoning (defensive prose, polarity inversion, irrelevant code in bundled examples) still holds for the examples I saw, but I cannot rule out that the four-or-more files for the named sub-rule include real positives I did not examine.]",>100% replications across multiple sub-rules; bundled examples are educational/template files.,Audit aggregator; review bundled examples directly to verify any real dual-response patterns exist.,
TPFPV1-0200,71,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Persistent identity rewrite with future-session effect,"Identity-rewrite language combined with persistent config write path in the same file: hard=1, persist=1. Future sessions will execute under the rewritten identity.",materials/TPFPV1-0200/material-index.json,materials/TPFPV1-0200/record-summary.md,FP,high,none,claude-independent-reviewer,1,Same sickn33 '007' security-audit topic listing as 0194/0197 (Portuguese/English).,Same as 0194.,Same as 0194.,None additional needed.,
TPFPV1-0096,72,True,high,repo-file,category2_agent_tooling,category2_agent_tooling/anthropics__claude-code,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=43, external_reply=0, write_action=2) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0096/material-index.json,materials/TPFPV1-0096/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"Identical to 0094 — anthropics/claude-code MCP-Integration developer guide, mirrored into category2_agent_tooling.","Same skill content as 0094, observed in a second category. Documentation/authoring skill, not action surface.",Same as 0094.,None additional needed.,
TPFPV1-0286,73,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/Ed1s0nZ__CyberStrikeAI,AWS IMDS token request,[aguara] AWS IMDS token request — matched in skills/ssrf-testing/SKILL.md,materials/TPFPV1-0286/material-index.json,materials/TPFPV1-0286/record-summary.md,TP,high,high,claude-independent-reviewer,1,ssrf-testing skill explicitly lists IMDS metadata URLs and Redis/admin localhost variants for SSRF exploitation.,"The skill's content includes `http://169.254.169.254/latest/meta-data/iam/security-credentials/` (AWS IMDSv1 credentials), `http://metadata.google.internal/computeMetadata/v1/` (GCP metadata), Redis localhost URLs, and SSRF bypass variants (octal/hex/decimal IP encoding, xip.io, redirect chains). This is operational SSRF/credential-extraction tooling. Marked as offensive but no scoping/authorization gate exists in the file itself.","Skill is framed as pentesting; users are expected to have authorization, but this is not enforced in-skill.",None additional needed.,
TPFPV1-0092,74,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=3, external_reply=0, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0092/material-index.json,materials/TPFPV1-0092/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"Snippet is an LLM-tooling inventory listing (Claude SDK, Context7, MCP servers, document-processing libraries), not action instructions.","The matched text is a curated list of recommended tools per integration category — Claude SDK for LLM integration, MCP servers for prompt management, unstructured/pdfplumber/mammoth for document processing. Like 0089, this is a recommendation/inventory document, not a broad-action surface. The detector counted ras=3 on the names of these integrations.",Inventory framing rather than imperative instructions.,None additional needed.,
TPFPV1-0063,75,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/microsoft__vscode,Autonomous loop performs write actions with weak approval framing,"Skill describes continuous/automatic loop (autonomy markers=2 distinct, 2 total) that performs write actions (commit/push/patch, 2 distinct). Autonomy framing dominates approval framing (2.0:1 ratio). Review stop conditions and per-write confirmation gates.",materials/TPFPV1-0063/material-index.json,materials/TPFPV1-0063/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"fix-ci-failures skill is a one-shot diagnose-and-fix workflow, not an autonomous loop.","The skill describes a 5-step linear workflow: identify branch, check CI, download logs, extract failure, fix and push. It is not a continuous polling loop and the writes are gated on the agent diagnosing a single failure. The detector counted 'commit/push' write markers and a single 'until green' phrase, but the operational meaning is that the agent fixes one failure and pushes once, not that it runs an unattended loop. The autonomy framing is weak compared to genuine loop skills like pr-address.",The 5-step workflow is sequential and one-shot rather than continuous.,Verify the skill does not chain into an outer polling loop.,
TPFPV1-0353,76,False,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/microsoft__generative-ai-for-beginners,Unicode Tag Character Smuggling,[atr] Unicode Tag Character Smuggling — matched in translations/fa/AGENTS.md,materials/TPFPV1-0353/material-index.json,materials/TPFPV1-0353/record-summary.md,FP,high,none,claude-independent-reviewer,1,microsoft/generative-ai-for-beginners Persian translation disclaimer flagged as Unicode tag character smuggling.,"The matched evidence is the Persian translation disclaimer in translations/fa/AGENTS.md, which warns readers that automated translation may contain errors. The Persian text contains zero-width non-joiner characters (U+200C) which are normal Persian formatting (used to break ligatures), not Unicode tag characters (U+E0000-U+E007F). The detector matched on non-ASCII content but the characters present are not the smuggling-relevant ones.",Persian text formatting characters (ZWNJ) are not Unicode tag characters.,Tighten rule to require U+E0000-U+E007F specifically.,
TPFPV1-0190,77,False,critical,repo-file,category4_surface_mentions,category4_surface_mentions/jeremylongshore__claude-code-plugins-plus-skills,Skill instructions to collect payment card details. This is a strong indicator o,[cisco-promptguard] Skill instructions to collect payment card details. This is a strong indicator o — matched in plugins/saas-packs/windsurf-pack/skills/windsurf-security-basics/SKILL.md,materials/TPFPV1-0190/material-index.json,materials/TPFPV1-0190/record-summary.md,FP,high,none,claude-independent-reviewer,1,"windsurf-security-basics skill text is itself the defensive instruction 'Never log PII (email, phone, SSN, credit card numbers)'; flagged as payment-card collection.",Polarity-inversion FP: the matched text is a defensive guideline TELLING the agent NOT to log PII including credit card numbers. The detector treated this as instructions to COLLECT credit cards. This is the same class of error as TPFPV1-0330 (defensive 'do NOT write to MEMORY.md' flagged as memory tampering). These polarity inversions undermine the rule.,The flagged sentence is the defensive instruction itself.,"Add polarity awareness — exclude matches where the surrounding clause is a defensive directive (Never X, Do NOT X).",
TPFPV1-0074,78,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/davepoon__buildwithclaude,Autonomous loop performs write actions with weak approval framing,"Skill describes continuous/automatic loop (autonomy markers=2 distinct, 2 total) that performs write actions (commit/push/patch, 2 distinct). Autonomy framing dominates approval framing (2.0:1 ratio). Review stop conditions and per-write confirmation gates.",materials/TPFPV1-0074/material-index.json,materials/TPFPV1-0074/record-summary.md,TP,high,high,claude-independent-reviewer,1,"gsd-execute-phase orchestrator spawns parallel subagents in waves and executes plans without per-action gating; --interactive is opt-in, not default.","The skill is a wave-based parallel-execution orchestrator: it discovers plans, analyzes dependencies, groups into waves, and spawns subagents that execute the plans. The default mode is non-interactive — --interactive is an explicit flag. Each subagent loads its own execute-plan context and writes code. There is no per-action user-confirmation gate in the default flow. This is a clear autonomous-loop-with-writes pattern, with the additional concern of subagent fan-out.","An --interactive mode exists for stepwise execution, but it is opt-in.",None additional needed.,
TPFPV1-0247,79,False,critical,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Curl or wget piped to shell,[aguara] Curl or wget piped to shell — matched in docs/zh-CN/skills/autonomous-loops/SKILL.md,materials/TPFPV1-0247/material-index.json,materials/TPFPV1-0247/record-summary.md,TP,high,medium,claude-independent-reviewer,1,everything-claude-code zh-CN docs include `curl -fsSL https://raw.githubusercontent.com/AnandChowdhary/continuous-claude/HEAD/install.sh | bash` for an autonomous-loop tool.,Real curl|bash to install 'continuous-claude'. Same pattern as 0246. Same harm class.,Install is one-time and documented.,None additional needed.,
TPFPV1-0196,80,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Persistent identity rewrite with future-session effect,"Identity-rewrite language combined with persistent config write path in the same file: hard=1, persist=1. Future sessions will execute under the rewritten identity.",materials/TPFPV1-0196/material-index.json,materials/TPFPV1-0196/record-summary.md,FP,high,none,claude-independent-reviewer,1,"Same sickn33 mobile-security-coder skill, repeated match on 'ProGuard/R8 obfuscation, anti-tampering, root/jailbreak detection'.",Same defensive mobile-security topic listing as 0195/0199/0202. Defensive prose flagged as identity rewrite.,Same as 0195.,None additional needed.,
TPFPV1-0067,81,True,high,repo-file,category3_custom_agents_instructions_skills,category3_custom_agents_instructions_skills/github__awesome-copilot,Autonomous loop performs write actions with weak approval framing,"Skill describes continuous/automatic loop (autonomy markers=3 distinct, 12 total) that performs write actions (commit/push/patch, 1 distinct). Autonomy framing dominates approval framing (3.0:1 ratio). Review stop conditions and per-write confirmation gates.",materials/TPFPV1-0067/material-index.json,materials/TPFPV1-0067/record-summary.md,TP,high,high,claude-independent-reviewer,1,"autoresearch skill explicitly tells the agent 'run autonomously once the loop starts -- never pause to ask should I continue?' while modifying code, committing, and reverting.","The skill's behavior rules include #6: 'DO run autonomously once the loop starts -- never pause to ask ""should I continue?"".' The Phase 3 experiment loop runs continuously until MAX_EXPERIMENTS is hit. The agent commits each experiment, runs it, measures, and reverts on regression. There is an interactive Setup phase that establishes scope, but once started, the loop performs writes without per-iteration approval. This is unambiguously an autonomous loop with writes.",Interactive Setup phase establishes goal/metric/scope; rules #7 and #10 forbid touching out-of-scope files or installing dependencies.,None additional needed.,
TPFPV1-0115,82,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/Yeachan-Heo__oh-my-codex,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=3, external_reply=0, write_action=0) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0115/material-index.json,materials/TPFPV1-0115/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"oh-my-codex skill snippet shows AskUserQuestion call and tool-discovery pattern, which is approval-aware.","The matched evidence shows the skill instructing the agent to use AskUserQuestion and to call ToolSearch('mcp') before MCP tool use. The 'Drafts go to .omx/drafts/' fragment is a scoping rule. These are approval/scoping markers, not broad-action surfaces. The detector counted ras=3 but missed the AskUserQuestion and scoping language.",Explicit AskUserQuestion and scoped output paths exist in the file.,None additional needed.,
TPFPV1-0089,83,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/affaan-m__everything-claude-code,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=3, external_reply=0, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0089/material-index.json,materials/TPFPV1-0089/record-summary.md,FP,medium,low,claude-independent-reviewer,1,"Snippet is an inventory of external integrations (fal.ai, dmux, MCP servers) referenced as configuration baseline, not action instructions.","The matched text describes available MCP server integrations and a project-local config.toml as a 'default Codex baseline' for an agent setup. This is a configuration-listing document rather than a skill that instructs broad external action. The detector counted ras_total=3 from the names of integrations (audio generation via fal.ai, dmux-workflows, MCP servers) but the file is descriptive rather than instructional.",The file is a configuration/inventory document rather than an action playbook.,None additional needed.,
TPFPV1-0197,84,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Persistent identity rewrite with future-session effect,"Identity-rewrite language combined with persistent config write path in the same file: hard=1, persist=1. Future sessions will execute under the rewritten identity.",materials/TPFPV1-0197/material-index.json,materials/TPFPV1-0197/record-summary.md,FP,high,none,claude-independent-reviewer,1,Same sickn33 '007' security-audit topic listing as 0194 (Portuguese/English mix).,Same as 0194.,Same as 0194.,None additional needed.,
TPFPV1-0320,85,False,high,repo-file,category4_surface_mentions,category4_surface_mentions/vllm-project__semantic-router,Localhost bypass,[aguara] Localhost bypass — matched in dashboard/backend/skillpacks/openclaw-vsr-bridge/SKILL.md,materials/TPFPV1-0320/material-index.json,materials/TPFPV1-0320/record-summary.md,FP,medium,low,claude-independent-reviewer,1,vllm semantic-router skill snippet shows `curl http://127.0.0.1:8899/v1/models` — agent listing models from its own local vllm service.,Same pattern as 0299 — agent calling its own local LLM-router service. Not an SSRF bypass; it is intended local-service access. The localhost-bypass rule overfires on legitimate agent–local-service interaction.,Same as 0299.,Same as 0299.,
TPFPV1-0002,86,True,critical,category-root,category4_surface_mentions,,[collection-scale] Agent Identity Spoofing and Authority Impersonation,[COLLECTION-SCALE] Same rule fires in 7/15 (47%) skills under cohort 'category4_surface_mentions'. This is an architectural replication pattern — the rule triggers because a single template is reused across the collection. Original rule: Agent Identity Spoofing and Authority Impersonation,materials/TPFPV1-0002/material-index.json,materials/TPFPV1-0002/aggregate-summary.md,FP,medium,low,claude-independent-reviewer,1,Collection-scale aggregate has internal counting defects (>100% replication on multiple sub-rules) and the cross-agent-attack rule fires on plain prose mentioning 'agent' or 'instructions'.,"The aggregate reports replication ratios of 460%, 293%, 53%, and 47% across cohort '/category4_surface_mentions' for several agent-manipulation rules. Replications above 100% are mathematically impossible relative to the stated denominator (15 skills) and indicate the aggregator is double-counting matches per file or misjoining example sets. The bundled example files are coherent project AGENTS.md / CLAUDE.md documents (apfel Swift CLI, mcp_agent_mail, Lychee, etc.) without any cross-agent attack instructions. The underlying detector pattern overfires on routine agent-tooling prose. [SELF-AUDIT NOTE: Confidence reduced from 'high' to 'medium'. The 'X/15 skills (Y%)' notation in the aggregator is genuinely ambiguous — X may be matches across files rather than skills with at least one match, in which case >100% is not strictly impossible. The substantive FP reasoning (defensive prose, polarity inversion, irrelevant code in bundled examples) still holds for the examples I saw, but I cannot rule out that the four-or-more files for the named sub-rule include real positives I did not examine.]",Aggregate replication ratios over 100% and bundled examples (apfel/AGENTS.md is a normal project guide) contradict the claim.,Audit the aggregator to fix the >100% counting bug; tighten the cross-agent-attack pattern to require explicit privilege-redirection language.,
TPFPV1-0296,87,False,critical,repo-file,category4_surface_mentions,category4_surface_mentions/zebbern__claude-code-guide,AWS IMDS token request,[aguara] AWS IMDS token request — matched in skills/aws-penetration-testing/SKILL.md,materials/TPFPV1-0296/material-index.json,materials/TPFPV1-0296/record-summary.md,TP,high,high,claude-independent-reviewer,1,Same aws-penetration-testing skill content in zebbern/claude-code-guide repo.,"Same evidence as 0289. Operational IMDS credential-extraction skill, this instance in a different repo.",Same as 0289.,None additional needed.,
TPFPV1-0195,88,True,critical,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Persistent identity rewrite with future-session effect,"Identity-rewrite language combined with persistent config write path in the same file: hard=1, persist=1. Future sessions will execute under the rewritten identity.",materials/TPFPV1-0195/material-index.json,materials/TPFPV1-0195/record-summary.md,FP,high,none,claude-independent-reviewer,1,"sickn33 mobile-security-coder skill is a defensive listing of mobile security topics ('device fingerprinting, hardware-based authentication, root/jailbreak detection').","The matched evidence is a list of platform-specific security techniques (iOS Keychain Services, root/jailbreak detection, etc.) that a mobile developer should consider. This is defensive security guidance, not identity rewrite. The 'jailbreak' word is in 'root/jailbreak detection' — a defensive capability. Same FP class as 0194.",Text is mobile-security best practices.,Same fix as 0194.,
TPFPV1-0352,89,False,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/angular__angular,MCP Skill Impersonation and Supply Chain Attack,[atr] MCP Skill Impersonation and Supply Chain Attack — matched in .agent/skills/reference-compiler-cli/SKILL.md,materials/TPFPV1-0352/material-index.json,materials/TPFPV1-0352/record-summary.md,FP,high,none,claude-independent-reviewer,1,angular reference-compiler-cli SKILL.md TypeScript class-architecture description flagged as MCP impersonation.,Matched text describes the Angular reference compiler intercepting `ts.Program` calls 'to act as a drop-in replacement for standard tooling.' This is internal Angular tooling description for working with the TypeScript compiler. Same overfire pattern as 0350/0351 — 'drop-in replacement' language flagged regardless of context.,Text is Angular compiler internals documentation.,None additional needed.,
TPFPV1-0078,90,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/sickn33__antigravity-awesome-skills,Autonomous loop performs write actions with weak approval framing,"Skill describes continuous/automatic loop (autonomy markers=2 distinct, 3 total) that performs write actions (commit/push/patch, 2 distinct). Autonomy framing dominates approval framing (3.0:1 ratio). Review stop conditions and per-write confirmation gates.",materials/TPFPV1-0078/material-index.json,materials/TPFPV1-0078/record-summary.md,TP,high,high,claude-independent-reviewer,1,"Same iterate-pr autonomous-loop pattern as 0058/0059/0064/0065, replicated in sickn33's antigravity-awesome-skills.","The skill description ('continuously push fixes until all checks are green. Automates the feedback-fix-push-wait cycle') is the same autonomous CI/review-feedback loop seen elsewhere. Per-iteration commits and pushes happen without user gating. Real autonomous-write surface; sickn33's collection just bundles others' skills, so the pattern is genuinely there.",Some approval-language markers were detected (appr=1) but they do not constitute per-write gates.,None additional needed.,
TPFPV1-0123,91,True,high,repo-file,category4_surface_mentions,category4_surface_mentions/huggingface__skills,Broad external-action surface without approval model,"Skill declares broad external-action capabilities (remote_action phrases total=7, external_reply=0, write_action=1) with no approval / scoping / consent language in the same file. Actions will execute without per-action user confirmation.",materials/TPFPV1-0123/material-index.json,materials/TPFPV1-0123/record-summary.md,TP,medium,medium,claude-independent-reviewer,1,"Same HF skill family — instructs jobs to be submitted via MCP with secrets passed in 'job secrets', no per-submit approval.",Same skill as 0122 with object-detection-specific guidance. Same submit-immediately directive applies. Risk profile identical to 0122. The 'MUST pass token in job secrets' line is good practice but does not gate submission.,Same as 0122.,None additional needed.,
TPFPV1-0058,92,True,high,repo-file,category1_top_instruction_repos,category1_top_instruction_repos/NousResearch__hermes-agent,Autonomous loop performs write actions with weak approval framing,"Skill describes continuous/automatic loop (autonomy markers=2 distinct, 2 total) that performs write actions (commit/push/patch, 1 distinct). Autonomy framing dominates approval framing (2.0:1 ratio). Review stop conditions and per-write confirmation gates.",materials/TPFPV1-0058/material-index.json,materials/TPFPV1-0058/record-summary.md,TP,medium,medium,claude-independent-reviewer,1,"hermes-agent research-paper skill includes 'commit early, commit often' guidance and a 5-step BibTeX fetch loop, with low approval framing relative to autonomy framing.","The skill instructs the agent to 'always fetch programmatically' for citations and to follow a mandatory multi-step process inside an iterative drafting/compiling loop. The detector flags writes (commit/push) and autonomy markers; reading the skill confirms it expects the agent to iterate over paper sections, compile, and commit without per-step user gates beyond the high-level setup. The harm relevance is moderate (writes are confined to the user's paper repo) but the autonomy-without-approval pattern is real.","The skill is scoped to a single research repo and the actions are narrow (LaTeX edits, git commits).",Confirm in-skill stop conditions and per-write gates beyond high-level setup.,
